날짜,시도지역코드,발생건수(건)
20150718,45,7598
20150718,46,7969
20150718,47,9592
20150718,48,14897
20150718,49,2446
20150718,99,215869
20150719,11,5875
20150719,26,3012
20150719,27,1812
20150719,28,3297
20150719,29,1737
20150719,30,2269
20150719,31,1809
20150719,41,14835
20150719,42,1018
20150719,43,2135
20150719,44,2714
20150719,45,2229
20150719,46,2840
20150719,47,2090
20150719,48,3090
20150719,49,950
20150719,99,51719
20150720,11,55660
20150720,26,20686
20150720,27,14411
20150720,28,17853
20150720,29,8383
20150720,30,9237
20150720,31,8573
20150720,41,77976
20150720,42,7658
20150720,43,8880
20150720,44,14102
20150720,45,10914
20150720,46,11444
20150720,47,14947
20150720,48,22088
20150720,49,3580
20150720,99,306475
20150721,11,35860
20150721,26,14402
20150721,27,9676
20150721,28,11963
20150721,29,5909
20150721,30,6016
20150721,31,5909
20150721,41,51887
20150721,42,5291
20150721,43,6067
20150721,44,9246
20150721,45,7444
20150721,46,8238
20150721,47,10375
20150721,48,14562
20150721,49,2471
20150721,99,205374
20150722,11,36057
20150722,26,14067
20150722,27,8870
20150722,28,12045
20150722,29,5750
20150722,30,6206
20150722,31,5978
20150722,41,50525
20150722,42,4915
20150722,43,5789
20150722,44,9231
20150722,45,7441
20150722,46,7795
20150722,47,9447
20150722,48,13465
20150722,49,2290
20150722,99,199919
20150723,11,35696
20150723,26,12871
20150723,27,8791
20150723,28,12477
20150723,29,5820
20150723,30,6078
20150723,31,5276
20150723,41,51637
20150723,42,4822
20150723,43,5379
20150723,44,8902
20150723,45,7199
20150723,46,7660
20150723,47,9458
20150723,48,13559
20150723,49,2240
20150723,99,197916
20150724,11,38747
20150724,26,14272
20150724,27,9824
20150724,28,12385
20150724,29,6059
20150724,30,6657
20150724,31,5836
20150724,41,53773
20150724,42,5207
20150724,43,6036
20150724,44,9665
20150724,45,7810
20150724,46,8120
20150724,47,10140
20150724,48,14480
20150724,49,2273
20150724,99,211329
20150725,11,36975
20150725,26,12250
20150725,27,8569
20150725,28,12561
20150725,29,6036
20150725,30,6546
20150725,31,5035
20150725,41,55013
20150725,42,4547
20150725,43,5934
20150725,44,9126
20150725,45,6966
20150725,46,7412
20150725,47,8216
20150725,48,12495
20150725,49,2024
20150725,99,199759
20150726,11,5372
20150726,26,2297
20150726,27,1708
20150726,28,2857
20150726,29,1764
20150726,30,2188
20150726,31,1475
20150726,41,13700
20150726,42,879
20150726,43,1889
20150726,44,2567
20150726,45,2075
20150726,46,2640
20150726,47,1890
20150726,48,2490
20150726,49,841
20150726,99,46644
20150727,11,56192
20150727,26,18162
20150727,27,12891
20150727,28,18879
20150727,29,8665
20150727,30,9272
20150727,31,7982
20150727,41,80519
20150727,42,7376
20150727,43,8671
20150727,44,13953
20150727,45,11400
20150727,46,10946
20150727,47,13380
20150727,48,19436
20150727,49,3279
20150727,99,301082
20150728,11,38088
20150728,26,12759
20150728,27,9130
20150728,28,12999
20150728,29,6468
20150728,30,6640
20150728,31,5580
20150728,41,55978
20150728,42,5216
20150728,43,6279
20150728,44,9880
20150728,45,8077
20150728,46,8081
20150728,47,9655
20150728,48,13632
20150728,49,2238
20150728,99,210746
20150729,11,38498
20150729,26,13156
20150729,27,9094
20150729,28,12898
20150729,29,6560
20150729,30,6477
20150729,31,5625
20150729,41,54245
20150729,42,5127
20150729,43,6067
20150729,44,9290
20150729,45,8071
20150729,46,7868
20150729,47,9418
20150729,48,13595
20150729,49,2159
20150729,99,208188
20150730,11,38188
20150730,26,12423
20150730,27,8600
20150730,28,12835
20150730,29,6512
20150730,30,6216
20150730,31,5901
20150730,41,56570
20150730,42,4745
20150730,43,6178
20150730,44,9607
20150730,45,7664
20150730,46,7605
20150730,47,8906
20150730,48,13524
20150730,49,2247
20150730,99,207772
20150731,11,41586
20150731,26,13450
20150731,27,9266
20150731,28,13673
20150731,29,6710
20150731,30,6446
20150731,31,6244
20150731,41,60268
20150731,42,5020
20150731,43,6461
20150731,44,10286
20150731,45,8038
20150731,46,7978
20150731,47,9320
20150731,48,14533
20150731,49,2452
20150731,99,221789
20150801,11,33367
20150801,26,10197
20150801,27,7389
20150801,28,10751
20150801,29,5292
20150801,30,5617
20150801,31,5287
20150801,41,48604
20150801,42,3792
20150801,43,4995
20150801,44,8033
20150801,45,6357
20150801,46,6132
20150801,47,6984
20150801,48,11155
20150801,49,1882
20150801,99,175887
20150802,11,6112
20150802,26,2408
20150802,27,1790
20150802,28,3228
20150802,29,1827
20150802,30,2083
20150802,31,1695
20150802,41,14337
20150802,42,846
20150802,43,1766
20150802,44,2311
20150802,45,2146
20150802,46,2429
20150802,47,1737
20150802,48,2790
20150802,49,829
20150802,99,48349
20150803,11,54302
20150803,26,17504
20150803,27,12586
20150803,28,17105
20150803,29,8437
20150803,30,8585
20150803,31,6541
20150803,41,77639
20150803,42,6256
20150803,43,8233
20150803,44,13019
20150803,45,10896
20150803,46,9950
20150803,47,12586
20150803,48,17961
20150803,49,3195
20150803,99,284874
20150804,11,38232
20150804,26,12885
20150804,27,9411
20150804,28,12102
20150804,29,6480
20150804,30,6498
20150804,31,5155
20150804,41,56274
20150804,42,4691
20150804,43,6185
20150804,44,9894
20150804,45,8091
20150804,46,7741
20150804,47,9158
20150804,48,13352
20150804,49,2371
20150804,99,208579
20150805,11,38940
20150805,26,13006
20150805,27,9366
20150805,28,12084
20150805,29,6386
20150805,30,6270
20150805,31,5433
20150805,41,55624
20150805,42,4533
20150805,43,6032
20150805,44,9387
20150805,45,7788
20150805,46,7392
20150805,47,9374
20150805,48,13198
20150805,49,2183
20150805,99,207051
20150806,11,38415
20150806,26,12909
20150806,27,9217
20150806,28,11920
20150806,29,6424
20150806,30,6277
20150806,31,5589
20150806,41,54919
20150806,42,4653
20150806,43,5927
20150806,44,9562
20150806,45,7611
20150806,46,7473
20150806,47,8907
20150806,48,13411
20150806,49,2388
20150806,99,205650
20150807,11,39880
20150807,26,13639
20150807,27,9652
20150807,28,12068
20150807,29,6303
20150807,30,6186
20150807,31,5695
20150807,41,56600
20150807,42,4894
20150807,43,6257
20150807,44,9725
20150807,45,7899
20150807,46,7697
20150807,47,9318
20150807,48,14223
20150807,49,2514
20150807,99,212610
20150808,11,33990
20150808,26,10830
20150808,27,8179
20150808,28,10300
20150808,29,5254
20150808,30,5613
20150808,31,4531
20150808,41,48722
20150808,42,3862
20150808,43,4871
20150808,44,7895
20150808,45,6204
20150808,46,6217
20150808,47,7512
20150808,48,11569
20150808,49,1961
20150808,99,177550
20150809,11,5521
20150809,26,2198
20150809,27,1713
20150809,28,2530
20150809,29,1665
20150809,30,2244
20150809,31,1632
20150809,41,13653
20150809,42,765
20150809,43,1898
20150809,44,2529
20150809,45,2130
20150809,46,2457
20150809,47,1825
20150809,48,2459
20150809,49,814
20150809,99,46040
20150810,11,57586
20150810,26,18224
20150810,27,13292
20150810,28,16748
20150810,29,8611
20150810,30,9081
20150810,31,7902
20150810,41,79658
20150810,42,7056
20150810,43,8620
20150810,44,14130
20150810,45,11267
20150810,46,10630
20150810,47,13351
20150810,48,19118
20150810,49,3576
20150810,99,298930
20150811,11,38980
20150811,26,13029
20150811,27,9444
20150811,28,11624
20150811,29,5947
20150811,30,6750
20150811,31,5441
20150811,41,54799
20150811,42,5083
20150811,43,6359
20150811,44,10057
20150811,45,8127
20150811,46,7851
20150811,47,9216
20150811,48,13531
20150811,49,2556
20150811,99,208849
20150812,11,39587
20150812,26,12995
20150812,27,8662
20150812,28,11553
20150812,29,6300
20150812,30,6921
20150812,31,5150
20150812,41,54288
20150812,42,4956
20150812,43,6238
20150812,44,9711
20150812,45,8227
20150812,46,8532
20150812,47,8905
20150812,48,13161
20150812,49,2496
20150812,99,207737
20150813,11,42089
20150813,26,14058
20150813,27,9475
20150813,28,12254
20150813,29,6407
20150813,30,7182
20150813,31,5627
20150813,41,58751
20150813,42,5163
20150813,43,6399
20150813,44,10355
20150813,45,8310
20150813,46,8238
20150813,47,9864
20150813,48,14235
20150813,49,2708
20150813,99,221174
20150814,11,36716
20150814,26,12747
20150814,27,9059
20150814,28,10863
20150814,29,5663
20150814,30,6589
20150814,31,4909
20150814,41,53205
20150814,42,4617
20150814,43,5828
20150814,44,9158
20150814,45,7334
20150814,46,7153
20150814,47,8274
20150814,48,12268
20150814,49,2447
20150814,99,196887
20150815,11,11043
20150815,26,5152
20150815,27,4199
20150815,28,4827
20150815,29,2792
20150815,30,3544
20150815,31,2654
20150815,41,24189
20150815,42,1797
20150815,43,3012
20150815,44,4488
20150815,45,3519
20150815,46,4093
20150815,47,3921
20150815,48,5554
20150815,49,1656
20150815,99,86463
20150816,11,7950
20150816,26,3315
20150816,27,2101
20150816,28,3666
20150816,29,2044
20150816,30,2937
20150816,31,1638
20150816,41,18466
20150816,42,1275
20150816,43,2284
20150816,44,3244
20150816,45,2736
20150816,46,3079
20150816,47,2304
20150816,48,3458
20150816,49,1216
20150816,99,61725
20150817,11,69139
20150817,26,23453
20150817,27,15473
20150817,28,19529
20150817,29,9943
20150817,30,11457
20150817,31,8706
20150817,41,96878
20150817,42,8746
20150817,43,10583
20150817,44,17175
20150817,45,14219
20150817,46,12871
20150817,47,16193
20150817,48,23154
20150817,49,4571
20150817,99,362196
20150818,11,43163
20150818,26,15496
20150818,27,10158
20150818,28,12837
20150818,29,6697
20150818,30,7858
20150818,31,5655
20150818,41,62162
20150818,42,5681
20150818,43,6987
20150818,44,11256
20150818,45,9412
20150818,46,8943
20150818,47,10317
20150818,48,14986
20150818,49,3026
20150818,99,234692
20150819,11,44731
20150819,26,15549
20150819,27,10240
20150819,28,12724
20150819,29,6484
20150819,30,8264
20150819,31,5805
20150819,41,64017
20150819,42,5716
20150819,43,7333
20150819,44,11419
20150819,45,9216
20150819,46,8747
20150819,47,10709
20150819,48,15064
20150819,49,2939
20150819,99,239022
20150820,11,45332
20150820,26,15274
20150820,27,10242
20150820,28,13416
20150820,29,6795
20150820,30,8091
20150820,31,5823
20150820,41,66510
20150820,42,5733
20150820,43,7465
20150820,44,11551
20150820,45,9741
20150820,46,9419
20150820,47,10962
20150820,48,15255
20150820,49,2951
20150820,99,244632
20150821,11,49327
20150821,26,15991
20150821,27,11369
20150821,28,14134
20150821,29,7181
20150821,30,8452
20150821,31,5872
20150821,41,69412
20150821,42,6529
20150821,43,7744
20150821,44,12374
20150821,45,10557
20150821,46,9608
20150821,47,11655
20150821,48,15932
20150821,49,3138
20150821,99,259340
20150822,11,41673
20150822,26,15237
20150822,27,9995
20150822,28,12480
20150822,29,6592
20150822,30,8069
20150822,31,5683
20150822,41,62380
20150822,42,5353
20150822,43,6733
20150822,44,10738
20150822,45,9023
20150822,46,8230
20150822,47,9745
20150822,48,14640
20150822,49,2744
20150822,99,229374
20150823,11,6282
20150823,26,2880
20150823,27,2011
20150823,28,3069
20150823,29,2051
20150823,30,3070
20150823,31,1588
20150823,41,17171
20150823,42,1111
20150823,43,2350
20150823,44,3372
20150823,45,2678
20150823,46,3138
20150823,47,2417
20150823,48,2979
20150823,49,1122
20150823,99,57303
20150824,11,70745
20150824,26,24431
20150824,27,16164
20150824,28,21145
20150824,29,10141
20150824,30,12085
20150824,31,8818
20150824,41,102345
20150824,42,8865
20150824,43,10810
20150824,44,18103
20150824,45,14767
20150824,46,12806
20150824,47,16658
20150824,48,24332
20150824,49,4258
20150824,99,376578
20150825,11,46189
20150825,26,13459
20150825,27,10002
20150825,28,15005
20150825,29,7310
20150825,30,8126
20150825,31,4724
20150825,41,70136
20150825,42,5882
20150825,43,7577
20150825,44,12370
20150825,45,10499
20150825,46,9778
20150825,47,9902
20150825,48,14684
20150825,49,3544
20150825,99,249261
20150826,11,53152
20150826,26,18996
20150826,27,12150
20150826,28,15875
20150826,29,7325
20150826,30,9260
20150826,31,7290
20150826,41,77228
20150826,42,6894
20150826,43,8384
20150826,44,13313
20150826,45,10709
20150826,46,9528
20150826,47,12822
20150826,48,17623
20150826,49,3205
20150826,99,283836
20150827,11,52758
20150827,26,17758
20150827,27,12144
20150827,28,16436
20150827,29,7707
20150827,30,9525
20150827,31,6883
20150827,41,79486
20150827,42,7119
20150827,43,8645
20150827,44,13823
20150827,45,11076
20150827,46,9942
20150827,47,12864
20150827,48,17454
20150827,49,3456
20150827,99,287161
20150828,11,57506
20150828,26,18870
20150828,27,12344
20150828,28,17142
20150828,29,7723
20150828,30,9386
20150828,31,6816
20150828,41,83021
20150828,42,7928
20150828,43,8802
20150828,44,13990
20150828,45,11534
20150828,46,9914
20150828,47,12877
20150828,48,17885
20150828,49,3580
20150828,99,299381
20150829,11,51389
20150829,26,17130
20150829,27,11870
20150829,28,16087
20150829,29,7848
20150829,30,9637
20150829,31,6769
20150829,41,77756
20150829,42,6802
20150829,43,8307
20150829,44,12963
20150829,45,10679
20150829,46,9383
20150829,47,12122
20150829,48,17104
20150829,49,3299
20150829,99,279221
20150830,11,8135
20150830,26,3603
20150830,27,2301
20150830,28,4284
20150830,29,2129
20150830,30,3572
20150830,31,1932
20150830,41,20986
20150830,42,1376
20150830,43,2729
20150830,44,4006
20150830,45,3168
20150830,46,3328
20150830,47,2710
20150830,48,3628
20150830,49,1306
20150830,99,69208
20150831,11,80209
20150831,26,27629
20150831,27,18686
20150831,28,23936
20150831,29,11276
20150831,30,14062
20150831,31,10427
20150831,41,119207
20150831,42,10314
20150831,43,13097
20150831,44,20619
20150831,45,16629
20150831,46,14155
20150831,47,19919
20150831,48,26997
20150831,49,5282
20150831,99,432557
20150901,11,54782
20150901,26,18027
20150901,27,12109
20150901,28,17173
20150901,29,7931
20150901,30,10249
20150901,31,7141
20150901,41,82832
20150901,42,7301
20150901,43,9724
20150901,44,14916
20150901,45,12034
20150901,46,10162
20150901,47,13753
20150901,48,18488
20150901,49,3649
20150901,99,300360
20150902,11,54005
20150902,26,18586
20150902,27,12095
20150902,28,16823
20150902,29,7562
20150902,30,9631
20150902,31,7152
20150902,41,80264
20150902,42,6844
20150902,43,8861
20150902,44,13870
20150902,45,10997
20150902,46,9850
20150902,47,13255
20150902,48,17878
20150902,49,3451
20150902,99,291209
20150903,11,57255
20150903,26,18839
20150903,27,12847
20150903,28,17646
20150903,29,8460
20150903,30,10667
20150903,31,7263
20150903,41,86708
20150903,42,7381
20150903,43,9597
20150903,44,14975
20150903,45,12094
20150903,46,10177
20150903,47,14287
20150903,48,18550
20150903,49,3877
20150903,99,310713
20150904,11,62282
20150904,26,21044
20150904,27,13865
20150904,28,18484
20150904,29,8641
20150904,30,10827
20150904,31,8128
20150904,41,89921
20150904,42,8169
20150904,43,10132
20150904,44,16010
20150904,45,12953
20150904,46,10565
20150904,47,15084
20150904,48,20832
20150904,49,3919
20150904,99,330955
20150905,11,53921
20150905,26,19545
20150905,27,14084
20150905,28,16683
20150905,29,9014
20150905,30,10731
20150905,31,7818
20150905,41,83051
20150905,42,7287
20150905,43,9604
20150905,44,14218
20150905,45,11740
20150905,46,10362
20150905,47,13874
20150905,48,19490
20150905,49,3597
20150905,99,305115
20150906,11,9442
20150906,26,3894
20150906,27,2558
20150906,28,4823
20150906,29,2293
20150906,30,3823
20150906,31,2380
20150906,41,23117
20150906,42,1655
20150906,43,3210
20150906,44,4128
20150906,45,3407
20150906,46,3652
20150906,47,3176
20150906,48,3854
20150906,49,1433
20150906,99,76863
20150907,11,97497
20150907,26,32149
20150907,27,22130
20150907,28,29826
20150907,29,13699
20150907,30,17121
20150907,31,12567
20150907,41,142785
20150907,42,12243
20150907,43,15708
20150907,44,24907
20150907,45,19923
20150907,46,16263
20150907,47,23395
20150907,48,32741
20150907,49,5713
20150907,99,518817
20150908,11,68584
20150908,26,23789
20150908,27,16687
20150908,28,21428
20150908,29,10132
20150908,30,12968
20150908,31,9385
20150908,41,102423
20150908,42,8920
20150908,43,11720
20150908,44,18099
20150908,45,14345
20150908,46,12510
20150908,47,17524
20150908,48,23659
20150908,49,4304
20150908,99,376588
20150909,11,73000
20150909,26,24336
20150909,27,17057
20150909,28,22637
20150909,29,10428
20150909,30,13086
20150909,31,9739
20150909,41,104867
20150909,42,9140
20150909,43,11991
20150909,44,18130
20150909,45,14293
20150909,46,12703
20150909,47,17598
20150909,48,24152
20150909,49,4350
20150909,99,387626
20150910,11,73042
20150910,26,25445
20150910,27,17822
20150910,28,22776
20150910,29,10833
20150910,30,13444
20150910,31,10154
20150910,41,108669
20150910,42,9195
20150910,43,12334
20150910,44,18997
20150910,45,15060
20150910,46,12678
20150910,47,18244
20150910,48,25490
20150910,49,4571
20150910,99,398871
20150911,11,74243
20150911,26,25714
20150911,27,18206
20150911,28,21737
20150911,29,10868
20150911,30,12936
20150911,31,10246
20150911,41,105309
20150911,42,9937
20150911,43,11906
20150911,44,18373
20150911,45,14914
20150911,46,12629
20150911,47,18732
20150911,48,25527
20150911,49,4491
20150911,99,395892
20150912,11,66748
20150912,26,22985
20150912,27,17575
20150912,28,20945
20150912,29,10978
20150912,30,12981
20150912,31,9006
20150912,41,99636
20150912,42,8418
20150912,43,11556
20150912,44,17257
20150912,45,13315
20150912,46,12048
20150912,47,16765
20150912,48,23277
20150912,49,3996
20150912,99,367595
20150913,11,9087
20150913,26,3778
20150913,27,2812
20150913,28,4330
20150913,29,2439
20150913,30,3914
20150913,31,2518
20150913,41,23395
20150913,42,1501
20150913,43,3505
20150913,44,4465
20150913,45,3521
20150913,46,3999
20150913,47,3261
20150913,48,3765
20150913,49,1623
20150913,99,77933
20150914,11,108219
20150914,26,37609
20150914,27,27663
20150914,28,32562
20150914,29,16557
20150914,30,19372
20150914,31,15055
20150914,41,156714
20150914,42,14016
20150914,43,17826
20150914,44,28101
20150914,45,21515
20150914,46,18814
20150914,47,27936
20150914,48,38985
20150914,49,6515
20150914,99,587602
20150915,11,71777
20150915,26,26492
20150915,27,20489
20150915,28,21651
20150915,29,11867
20150915,30,14272
20150915,31,10587
20150915,41,105836
20150915,42,9745
20150915,43,13265
20150915,44,20240
20150915,45,15543
20150915,46,14164
20150915,47,19971
20150915,48,27399
20150915,49,4865
20150915,99,408244
20150916,11,73679
20150916,26,26177
20150916,27,19642
20150916,28,22538
20150916,29,11713
20150916,30,13582
20150916,31,10278
20150916,41,106794
20150916,42,9434
20150916,43,12501
20150916,44,19574
20150916,45,15386
20150916,46,13940
20150916,47,19859
20150916,48,26243
20150916,49,4258
20150916,99,405710
20150917,11,76915
20150917,26,23781
20150917,27,19058
20150917,28,23626
20150917,29,11901
20150917,30,13934
20150917,31,9156
20150917,41,112871
20150917,42,10342
20150917,43,13238
20150917,44,20117
20150917,45,15242
20150917,46,14008
20150917,47,19343
20150917,48,26332
20150917,49,4388
20150917,99,414349
20150918,11,82873
20150918,26,28611
20150918,27,20115
20150918,28,24635
20150918,29,11986
20150918,30,13713
20150918,31,11033
20150918,41,116563
20150918,42,10610
20150918,43,13535
20150918,44,20347
20150918,45,15639
20150918,46,13501
20150918,47,20529
20150918,48,27400
20150918,49,4738
20150918,99,435935
20150919,11,71368
20150919,26,25798
20150919,27,19450
20150919,28,21985
20150919,29,11743
20150919,30,13596
20150919,31,10238
20150919,41,105189
20150919,42,9268
20150919,43,12463
20150919,44,18481
20150919,45,13961
20150919,46,12918
20150919,47,18147
20150919,48,25561
20150919,49,4125
20150919,99,394383
20150920,11,10192
20150920,26,4847
20150920,27,3240
20150920,28,5155
20150920,29,2888
20150920,30,4099
20150920,31,2787
20150920,41,25345
20150920,42,1765
20150920,43,3666
20150920,44,4995
20150920,45,3320
20150920,46,4277
20150920,47,3743
20150920,48,4532
20150920,49,1799
20150920,99,86675
20150921,11,104559
20150921,26,39580
20150921,27,28472
20150921,28,31123
20150921,29,16873
20150921,30,19243
20150921,31,15027
20150921,41,150309
20150921,42,14355
20150921,43,18154
20150921,44,27355
20150921,45,21684
20150921,46,18623
20150921,47,28541
20150921,48,39111
20150921,49,6664
20150921,99,579802
20150922,11,70921
20150922,26,27580
20150922,27,20076
20150922,28,21602
20150922,29,12159
20150922,30,14121
20150922,31,10671
20150922,41,104631
20150922,42,10103
20150922,43,12881
20150922,44,19732
20150922,45,15341
20150922,46,14049
20150922,47,20283
20150922,48,27078
20150922,49,4740
20150922,99,406067
20150923,11,74517
20150923,26,25642
20150923,27,18948
20150923,28,22227
20150923,29,11015
20150923,30,13900
20150923,31,10223
20150923,41,104836
20150923,42,9882
20150923,43,12885
20150923,44,19295
20150923,45,15181
20150923,46,13191
20150923,47,19470
20150923,48,24699
20150923,49,3868
20150923,99,399867
20150924,11,79305
20150924,26,29901
20150924,27,21517
20150924,28,23980
20150924,29,13069
20150924,30,14771
20150924,31,11318
20150924,41,114381
20150924,42,10533
20150924,43,13852
20150924,44,21449
20150924,45,16603
20150924,46,14918
20150924,47,22113
20150924,48,29900
20150924,49,5307
20150924,99,443006
20150925,11,113076
20150925,26,41526
20150925,27,28691
20150925,28,32694
20150925,29,16728
20150925,30,19514
20150925,31,16177
20150925,41,158105
20150925,42,14526
20150925,43,18042
20150925,44,28266
20150925,45,21996
20150925,46,18554
20150925,47,28483
20150925,48,38638
20150925,49,6024
20150925,99,601190
20150926,11,17077
20150926,26,9277
20150926,27,9026
20150926,28,6999
20150926,29,5543
20150926,30,6325
20150926,31,3954
20150926,41,34188
20150926,42,3436
20150926,43,5976
20150926,44,7864
20150926,45,7135
20150926,46,7006
20150926,47,8164
20150926,48,9961
20150926,49,2475
20150926,99,144438
20150927,11,3703
20150927,26,1449
20150927,27,830
20150927,28,1243
20150927,29,1501
20150927,30,2190
20150927,31,822
20150927,41,7288
20150927,42,684
20150927,43,1748
20150927,44,1792
20150927,45,1690
20150927,46,2125
20150927,47,1426
20150927,48,2258
20150927,49,908
20150927,99,31662
20150928,11,13301
20150928,26,5090
20150928,27,4004
20150928,28,5650
20150928,29,3530
20150928,30,4759
20150928,31,2763
20150928,41,28188
20150928,42,2524
20150928,43,4686
20150928,44,5744
20150928,45,4865
20150928,46,5146
20150928,47,4339
20150928,48,6161
20150928,49,1964
20150928,99,102729
20150929,11,46753
20150929,26,20409
20150929,27,15727
20150929,28,17820
20150929,29,9284
20150929,30,12235
20150929,31,9353
20150929,41,83566
20150929,42,7018
20150929,43,10850
20150929,44,17558
20150929,45,11350
20150929,46,10946
20150929,47,15369
20150929,48,21375
20150929,49,3566
20150929,99,313259
20150930,11,113593
20150930,26,44305
20150930,27,30892
20150930,28,35019
20150930,29,16671
20150930,30,19398
20150930,31,16307
20150930,41,158626
20150930,42,14768
20150930,43,17939
20150930,44,29261
20150930,45,22793
20150930,46,20169
20150930,47,30772
20150930,48,41172
20150930,49,5692
20150930,99,617535
20151001,11,63963
20151001,26,23318
20151001,27,17963
20151001,28,20314
20151001,29,10082
20151001,30,12136
20151001,31,9647
20151001,41,92628
20151001,42,10041
20151001,43,11223
20151001,44,17914
20151001,45,14144
20151001,46,13386
20151001,47,19789
20151001,48,24129
20151001,49,4493
20151001,99,365271
20151002,11,86610
20151002,26,35303
20151002,27,22847
20151002,28,26050
20151002,29,13114
20151002,30,15101
20151002,31,12804
20151002,41,119023
20151002,42,11971
20151002,43,14046
20151002,44,22406
20151002,45,18064
20151002,46,15756
20151002,47,23869
20151002,48,31999
20151002,49,4878
20151002,99,473994
20151003,11,21499
20151003,26,13569
20151003,27,11080
20151003,28,9830
20151003,29,6105
20151003,30,7905
20151003,31,6504
20151003,41,45501
20151003,42,4380
20151003,43,6985
20151003,44,10097
20151003,45,7123
20151003,46,8708
20151003,47,10685
20151003,48,13009
20151003,49,2945
20151003,99,185961
20151004,11,10766
20151004,26,4996
20151004,27,3271
20151004,28,5304
20151004,29,2776
20151004,30,3940
20151004,31,2794
20151004,41,23872
20151004,42,1815
20151004,43,3358
20151004,44,4788
20151004,45,3582
20151004,46,4299
20151004,47,3920
20151004,48,4894
20151004,49,1765
20151004,99,86158
20151005,11,111881
20151005,26,44548
20151005,27,29999
20151005,28,33681
20151005,29,17493
20151005,30,19427
20151005,31,16428
20151005,41,152180
20151005,42,15538
20151005,43,17781
20151005,44,28591
20151005,45,23644
20151005,46,20673
20151005,47,30665
20151005,48,42454
20151005,49,6908
20151005,99,612040
20151006,11,67731
20151006,26,27345
20151006,27,19218
20151006,28,20511
20151006,29,11358
20151006,30,12632
20151006,31,10199
20151006,41,93577
20151006,42,9864
20151006,43,11882
20151006,44,18637
20151006,45,15123
20151006,46,14070
20151006,47,19733
20151006,48,26075
20151006,49,4897
20151006,99,382933
20151007,11,65635
20151007,26,27286
20151007,27,18526
20151007,28,19764
20151007,29,10838
20151007,30,12060
20151007,31,10318
20151007,41,89922
20151007,42,9391
20151007,43,11368
20151007,44,17744
20151007,45,14735
20151007,46,13796
20151007,47,18855
20151007,48,25350
20151007,49,4580
20151007,99,370275
20151008,11,77785
20151008,26,32151
20151008,27,21282
20151008,28,22443
20151008,29,12211
20151008,30,13816
20151008,31,11580
20151008,41,106192
20151008,42,10650
20151008,43,12617
20151008,44,20337
20151008,45,16728
20151008,46,15115
20151008,47,22291
20151008,48,30590
20151008,49,5145
20151008,99,431066
20151009,11,13805
20151009,26,9966
20151009,27,8042
20151009,28,6506
20151009,29,4268
20151009,30,5661
20151009,31,4788
20151009,41,31109
20151009,42,3001
20151009,43,5228
20151009,44,7679
20151009,45,5636
20151009,46,6793
20151009,47,7892
20151009,48,9685
20151009,49,2434
20151009,99,132525
20151010,11,72865
20151010,26,29978
20151010,27,21108
20151010,28,23281
20151010,29,12519
20151010,30,13694
20151010,31,11455
20151010,41,103495
20151010,42,9721
20151010,43,12721
20151010,44,18911
20151010,45,14924
20151010,46,14446
20151010,47,20255
20151010,48,28151
20151010,49,4767
20151010,99,412406
20151011,11,8554
20151011,26,4176
20151011,27,2842
20151011,28,3920
20151011,29,2723
20151011,30,4064
20151011,31,2919
20151011,41,21413
20151011,42,1622
20151011,43,3541
20151011,44,4774
20151011,45,3580
20151011,46,4424
20151011,47,3600
20151011,48,4203
20151011,49,1852
20151011,99,78233
20151012,11,104307
20151012,26,45963
20151012,27,29718
20151012,28,32276
20151012,29,17198
20151012,30,19051
20151012,31,16852
20151012,41,145343
20151012,42,15740
20151012,43,17550
20151012,44,28536
20151012,45,23708
20151012,46,21867
20151012,47,31766
20151012,48,44077
20151012,49,7648
20151012,99,601756
20151013,11,69071
20151013,26,30614
20151013,27,19798
20151013,28,21323
20151013,29,11570
20151013,30,12910
20151013,31,11186
20151013,41,97022
20151013,42,10240
20151013,43,11875
20151013,44,18639
20151013,45,15249
20151013,46,14848
20151013,47,20376
20151013,48,28890
20151013,49,5189
20151013,99,398880
20151014,11,65682
20151014,26,28660
20151014,27,18524
20151014,28,20133
20151014,29,10860
20151014,30,12446
20151014,31,10734
20151014,41,90568
20151014,42,9679
20151014,43,11159
20151014,44,17275
20151014,45,14334
20151014,46,13964
20151014,47,19411
20151014,48,26507
20151014,49,4573
20151014,99,374609
20151015,11,67275
20151015,26,28713
20151015,27,18935
20151015,28,20685
20151015,29,10983
20151015,30,13030
20151015,31,10639
20151015,41,95677
20151015,42,9598
20151015,43,11813
20151015,44,18189
20151015,45,14918
20151015,46,13361
20151015,47,19229
20151015,48,27638
20151015,49,4994
20151015,99,385776
20151016,11,73718
20151016,26,30365
20151016,27,20164
20151016,28,21818
20151016,29,11412
20151016,30,13523
20151016,31,11343
20151016,41,100901
20151016,42,10343
20151016,43,12166
20151016,44,19116
20151016,45,15976
20151016,46,14293
20151016,47,20569
20151016,48,28305
20151016,49,5088
20151016,99,409192
20151017,11,60055
20151017,26,25030
20151017,27,17470
20151017,28,18858
20151017,29,10707
20151017,30,11948
20151017,31,9613
20151017,41,86751
20151017,42,8298
20151017,43,10372
20151017,44,15996
20151017,45,12798
20151017,46,12260
20151017,47,16095
20151017,48,23856
20151017,49,4314
20151017,99,344522
20151018,11,9038
