날짜,시도지역코드,발생건수(건)
20170112,46,20003
20170112,47,24928
20170112,48,33442
20170112,49,6896
20170112,99,489232
20170113,11,93618
20170113,26,38405
20170113,27,24355
20170113,28,27504
20170113,29,14755
20170113,30,15681
20170113,31,13229
20170113,41,122837
20170113,42,14399
20170113,43,14963
20170113,44,21843
20170113,45,19392
20170113,46,20113
20170113,47,26322
20170113,48,35506
20170113,49,7619
20170113,99,510656
20170114,11,73379
20170114,26,28937
20170114,27,19031
20170114,28,22970
20170114,29,12239
20170114,30,13373
20170114,31,10527
20170114,41,103574
20170114,42,10335
20170114,43,11609
20170114,44,17613
20170114,45,14083
20170114,46,14803
20170114,47,18780
20170114,48,27167
20170114,49,5594
20170114,99,404101
20170115,11,9977
20170115,26,4650
20170115,27,2597
20170115,28,5026
20170115,29,2877
20170115,30,3670
20170115,31,2369
20170115,41,23191
20170115,42,2003
20170115,43,3053
20170115,44,4592
20170115,45,3081
20170115,46,4162
20170115,47,3370
20170115,48,4435
20170115,49,1708
20170115,99,80785
20170116,11,120752
20170116,26,48162
20170116,27,31622
20170116,28,36896
20170116,29,19433
20170116,30,21017
20170116,31,17200
20170116,41,164225
20170116,42,18573
20170116,43,19927
20170116,44,30899
20170116,45,26399
20170116,46,26895
20170116,47,34406
20170116,48,46768
20170116,49,9682
20170116,99,673002
20170117,11,83114
20170117,26,33813
20170117,27,21982
20170117,28,26124
20170117,29,14259
20170117,30,14631
20170117,31,12007
20170117,41,115912
20170117,42,12999
20170117,43,14695
20170117,44,21818
20170117,45,18851
20170117,46,19563
20170117,47,24212
20170117,48,32707
20170117,49,6904
20170117,99,473692
20170118,11,79524
20170118,26,32574
20170118,27,20875
20170118,28,24392
20170118,29,13222
20170118,30,14319
20170118,31,11572
20170118,41,107344
20170118,42,12274
20170118,43,13515
20170118,44,20436
20170118,45,17497
20170118,46,18285
20170118,47,22902
20170118,48,30728
20170118,49,6312
20170118,99,445883
20170119,11,81480
20170119,26,33014
20170119,27,21740
20170119,28,25323
20170119,29,13763
20170119,30,14614
20170119,31,11858
20170119,41,113091
20170119,42,13085
20170119,43,13855
20170119,44,21474
20170119,45,18119
20170119,46,18989
20170119,47,23586
20170119,48,31705
20170119,49,6576
20170119,99,462349
20170120,11,83580
20170120,26,35729
20170120,27,22694
20170120,28,24143
20170120,29,13079
20170120,30,14336
20170120,31,12281
20170120,41,109323
20170120,42,10856
20170120,43,12896
20170120,44,18224
20170120,45,17431
20170120,46,16914
20170120,47,23279
20170120,48,33057
20170120,49,6479
20170120,99,454394
20170121,11,71924
20170121,26,28669
20170121,27,19263
20170121,28,23304
20170121,29,12716
20170121,30,13568
20170121,31,10182
20170121,41,104951
20170121,42,9623
20170121,43,12216
20170121,44,18269
20170121,45,14928
20170121,46,15849
20170121,47,19183
20170121,48,27290
20170121,49,5339
20170121,99,407362
20170122,11,8660
20170122,26,4001
20170122,27,2555
20170122,28,3945
20170122,29,2586
20170122,30,3595
20170122,31,2191
20170122,41,22337
20170122,42,1909
20170122,43,3024
20170122,44,4261
20170122,45,3006
20170122,46,4118
20170122,47,3226
20170122,48,4013
20170122,49,1581
20170122,99,75025
20170123,11,113853
20170123,26,45948
20170123,27,31181
20170123,28,35936
20170123,29,17728
20170123,30,20416
20170123,31,16564
20170123,41,158434
20170123,42,18196
20170123,43,19929
20170123,44,29679
20170123,45,25870
20170123,46,24531
20170123,47,34230
20170123,48,46000
20170123,49,8895
20170123,99,647507
20170124,11,83876
20170124,26,34656
20170124,27,23111
20170124,28,26531
20170124,29,14556
20170124,30,15158
20170124,31,12387
20170124,41,119264
20170124,42,13419
20170124,43,14923
20170124,44,22693
20170124,45,19687
20170124,46,20732
20170124,47,25309
20170124,48,33795
20170124,49,6991
20170124,99,487161
20170125,11,92301
20170125,26,37993
20170125,27,24564
20170125,28,28317
20170125,29,14743
20170125,30,15834
20170125,31,13080
20170125,41,126934
20170125,42,13914
20170125,43,15595
20170125,44,23657
20170125,45,20321
20170125,46,20843
20170125,47,26581
20170125,48,35344
20170125,49,6720
20170125,99,516828
20170126,11,131635
20170126,26,52936
20170126,27,35712
20170126,28,40941
20170126,29,20673
20170126,30,22968
20170126,31,18759
20170126,41,184713
20170126,42,18743
20170126,43,20918
20170126,44,32504
20170126,45,27705
20170126,46,27194
20170126,47,36627
20170126,48,49389
20170126,49,8958
20170126,99,730515
20170127,11,15752
20170127,26,8597
20170127,27,7804
20170127,28,6671
20170127,29,5269
20170127,30,5432
20170127,31,3507
20170127,41,31697
20170127,42,3181
20170127,43,4844
20170127,44,7133
20170127,45,6260
20170127,46,7164
20170127,47,7692
20170127,48,9895
20170127,49,2741
20170127,99,133661
20170128,11,4182
20170128,26,1617
20170128,27,863
20170128,28,1325
20170128,29,1528
20170128,30,1956
20170128,31,797
20170128,41,7133
20170128,42,848
20170128,43,1771
20170128,44,1900
20170128,45,1530
20170128,46,2500
20170128,47,1347
20170128,48,2358
20170128,49,900
20170128,99,32562
20170129,11,10932
20170129,26,4350
20170129,27,3281
20170129,28,4940
20170129,29,3128
20170129,30,4129
20170129,31,2179
20170129,41,23269
20170129,42,2284
20170129,43,3764
20170129,44,4936
20170129,45,3703
20170129,46,4483
20170129,47,3604
20170129,48,5170
20170129,49,1811
20170129,99,85987
20170130,11,39868
20170130,26,18966
20170130,27,14806
20170130,28,16395
20170130,29,9449
20170130,30,10775
20170130,31,8512
20170130,41,73055
20170130,42,5958
20170130,43,10195
20170130,44,15671
20170130,45,11108
20170130,46,11600
20170130,47,14358
20170130,48,22332
20170130,49,3609
20170130,99,286713
20170131,11,125219
20170131,26,50221
20170131,27,34453
20170131,28,39136
20170131,29,20800
20170131,30,21647
20170131,31,17475
20170131,41,174168
20170131,42,17336
20170131,43,20650
20170131,44,31794
20170131,45,28175
20170131,46,27506
20170131,47,35972
20170131,48,48496
20170131,49,9504
20170131,99,702668
20170201,11,81726
20170201,26,32675
20170201,27,22162
20170201,28,25228
20170201,29,13988
20170201,30,14856
20170201,31,11674
20170201,41,112420
20170201,42,12550
20170201,43,14698
20170201,44,21730
20170201,45,18617
20170201,46,19479
20170201,47,24915
20170201,48,31336
20170201,49,6099
20170201,99,464382
20170202,11,78595
20170202,26,32521
20170202,27,22514
20170202,28,25030
20170202,29,13554
20170202,30,14685
20170202,31,11545
20170202,41,110862
20170202,42,12110
20170202,43,14336
20170202,44,21371
20170202,45,18229
20170202,46,18444
20170202,47,23802
20170202,48,30855
20170202,49,5887
20170202,99,454469
20170203,11,89931
20170203,26,35873
20170203,27,24622
20170203,28,27749
20170203,29,14970
20170203,30,15883
20170203,31,12722
20170203,41,123498
20170203,42,13556
20170203,43,15484
20170203,44,22867
20170203,45,20180
20170203,46,19356
20170203,47,26473
20170203,48,34587
20170203,49,6792
20170203,99,504691
20170204,11,75787
20170204,26,29944
20170204,27,21100
20170204,28,24469
20170204,29,13256
20170204,30,14144
20170204,31,10682
20170204,41,107158
20170204,42,10147
20170204,43,12864
20170204,44,18830
20170204,45,15717
20170204,46,16110
20170204,47,19826
20170204,48,28897
20170204,49,5451
20170204,99,424503
20170205,11,9772
20170205,26,4774
20170205,27,2909
20170205,28,4919
20170205,29,2844
20170205,30,3729
20170205,31,2377
20170205,41,22774
20170205,42,1929
20170205,43,3399
20170205,44,4713
20170205,45,3367
20170205,46,4257
20170205,47,3303
20170205,48,4275
20170205,49,1612
20170205,99,80980
20170206,11,111687
20170206,26,44384
20170206,27,31243
20170206,28,34931
20170206,29,17953
20170206,30,20028
20170206,31,15637
20170206,41,153523
20170206,42,16554
20170206,43,19169
20170206,44,29215
20170206,45,25354
20170206,46,24488
20170206,47,33199
20170206,48,43135
20170206,49,8384
20170206,99,629028
20170207,11,79332
20170207,26,32305
20170207,27,22292
20170207,28,25675
20170207,29,13515
20170207,30,14522
20170207,31,11143
20170207,41,111965
20170207,42,12089
20170207,43,14162
20170207,44,21173
20170207,45,18335
20170207,46,18377
20170207,47,23569
20170207,48,31101
20170207,49,6203
20170207,99,455906
20170208,11,78296
20170208,26,31432
20170208,27,21484
20170208,28,24863
20170208,29,12726
20170208,30,14278
20170208,31,10727
20170208,41,105938
20170208,42,11510
20170208,43,13197
20170208,44,20452
20170208,45,17481
20170208,46,17251
20170208,47,22222
20170208,48,29480
20170208,49,5884
20170208,99,437340
20170209,11,79503
20170209,26,30996
20170209,27,21905
20170209,28,25367
20170209,29,12614
20170209,30,14190
20170209,31,11209
20170209,41,110606
20170209,42,11755
20170209,43,13489
20170209,44,20953
20170209,45,17691
20170209,46,17227
20170209,47,22435
20170209,48,30450
20170209,49,5984
20170209,99,446491
20170210,11,88255
20170210,26,34362
20170210,27,24015
20170210,28,27403
20170210,29,12624
20170210,30,15258
20170210,31,11834
20170210,41,119891
20170210,42,13007
20170210,43,14495
20170210,44,21757
20170210,45,19193
20170210,46,16414
20170210,47,23933
20170210,48,33466
20170210,49,5572
20170210,99,481602
20170211,11,76737
20170211,26,29216
20170211,27,21462
20170211,28,25130
20170211,29,12425
20170211,30,14101
20170211,31,10737
20170211,41,109741
20170211,42,10062
20170211,43,12685
20170211,44,19415
20170211,45,14986
20170211,46,14490
20170211,47,18882
20170211,48,28239
20170211,49,4629
20170211,99,423037
20170212,11,9781
20170212,26,4221
20170212,27,3005
20170212,28,4669
20170212,29,3114
20170212,30,3970
20170212,31,2412
20170212,41,24067
20170212,42,1955
20170212,43,3249
20170212,44,4837
20170212,45,3424
20170212,46,4407
20170212,47,3461
20170212,48,3749
20170212,49,1680
20170212,99,82023
20170213,11,121597
20170213,26,47497
20170213,27,33350
20170213,28,39101
20170213,29,19121
20170213,30,20685
20170213,31,16616
20170213,41,168749
20170213,42,18255
20170213,43,20338
20170213,44,31644
20170213,45,27127
20170213,46,25683
20170213,47,33966
20170213,48,45992
20170213,49,9031
20170213,99,678888
20170214,11,82665
20170214,26,33072
20170214,27,22715
20170214,28,26686
20170214,29,13514
20170214,30,14877
20170214,31,11601
20170214,41,117608
20170214,42,12827
20170214,43,14341
20170214,44,22303
20170214,45,18774
20170214,46,18194
20170214,47,23495
20170214,48,31721
20170214,49,6493
20170214,99,471026
20170215,11,80768
20170215,26,31919
20170215,27,21371
20170215,28,25810
20170215,29,12733
20170215,30,14119
20170215,31,11150
20170215,41,111001
20170215,42,12044
20170215,43,13538
20170215,44,20649
20170215,45,17523
20170215,46,17079
20170215,47,22532
20170215,48,29824
20170215,49,5947
20170215,99,448099
20170216,11,84906
20170216,26,32733
20170216,27,23589
20170216,28,26777
20170216,29,13128
20170216,30,14911
20170216,31,11795
20170216,41,119028
20170216,42,12584
20170216,43,14444
20170216,44,22618
20170216,45,18215
20170216,46,17053
20170216,47,23137
20170216,48,31260
20170216,49,6253
20170216,99,472525
20170217,11,92988
20170217,26,34158
20170217,27,25350
20170217,28,28554
20170217,29,14076
20170217,30,15895
20170217,31,11893
20170217,41,126829
20170217,42,13713
20170217,43,15673
20170217,44,23140
20170217,45,19800
20170217,46,18830
20170217,47,25527
20170217,48,34262
20170217,49,6820
20170217,99,507615
20170218,11,76548
20170218,26,28865
20170218,27,20402
20170218,28,24191
20170218,29,12504
20170218,30,14188
20170218,31,10518
20170218,41,108857
20170218,42,10131
20170218,43,12511
20170218,44,19093
20170218,45,14426
20170218,46,15060
20170218,47,18960
20170218,48,27414
20170218,49,5124
20170218,99,418892
20170219,11,11063
20170219,26,4968
20170219,27,3035
20170219,28,5306
20170219,29,2898
20170219,30,4079
20170219,31,2372
20170219,41,25880
20170219,42,2161
20170219,43,3484
20170219,44,5013
20170219,45,3284
20170219,46,4334
20170219,47,3429
20170219,48,4414
20170219,49,1528
20170219,99,87271
20170220,11,125669
20170220,26,47629
20170220,27,33899
20170220,28,38169
20170220,29,19075
20170220,30,21699
20170220,31,16694
20170220,41,169874
20170220,42,17950
20170220,43,20695
20170220,44,31515
20170220,45,26093
20170220,46,24520
20170220,47,34440
20170220,48,46066
20170220,49,8678
20170220,99,682800
20170221,11,86557
20170221,26,33469
20170221,27,23244
20170221,28,27399
20170221,29,14039
20170221,30,15087
20170221,31,11616
20170221,41,120872
20170221,42,12641
20170221,43,14933
20170221,44,22619
20170221,45,18144
20170221,46,17881
20170221,47,23726
20170221,48,31762
20170221,49,6042
20170221,99,480145
20170222,11,79181
20170222,26,28613
20170222,27,19853
20170222,28,23842
20170222,29,11851
20170222,30,13730
20170222,31,10473
20170222,41,102860
20170222,42,11588
20170222,43,12598
20170222,44,18959
20170222,45,15316
20170222,46,15816
20170222,47,20717
20170222,48,27145
20170222,49,5331
20170222,99,417981
20170223,11,90260
20170223,26,34317
20170223,27,23706
20170223,28,27983
20170223,29,13867
20170223,30,15968
20170223,31,11748
20170223,41,124340
20170223,42,12464
20170223,43,14968
20170223,44,22646
20170223,45,18443
20170223,46,17776
20170223,47,23809
20170223,48,32660
20170223,49,6074
20170223,99,491134
20170224,11,97552
20170224,26,36756
20170224,27,25021
20170224,28,30176
20170224,29,14555
20170224,30,16302
20170224,31,13033
20170224,41,130840
20170224,42,13979
20170224,43,16040
20170224,44,23904
20170224,45,19826
20170224,46,18947
20170224,47,25615
20170224,48,34619
20170224,49,6489
20170224,99,523764
20170225,11,76581
20170225,26,28108
20170225,27,19275
20170225,28,23966
20170225,29,12336
20170225,30,13911
20170225,31,10163
20170225,41,107379
20170225,42,9873
20170225,43,12200
20170225,44,18548
20170225,45,13952
20170225,46,14377
20170225,47,18218
20170225,48,26545
20170225,49,4816
20170225,99,410332
20170226,11,9171
20170226,26,3986
20170226,27,2617
20170226,28,3964
20170226,29,2778
20170226,30,3663
20170226,31,1966
20170226,41,22154
20170226,42,1952
20170226,43,2900
20170226,44,4375
20170226,45,2950
20170226,46,3848
20170226,47,3007
20170226,48,3467
20170226,49,1455
20170226,99,74266
20170227,11,125631
20170227,26,47879
20170227,27,32088
20170227,28,39012
20170227,29,19535
20170227,30,21066
20170227,31,16071
20170227,41,171661
20170227,42,18015
20170227,43,20549
20170227,44,31806
20170227,45,26050
20170227,46,24097
20170227,47,33511
20170227,48,45784
20170227,49,8935
20170227,99,681822
20170228,11,94783
20170228,26,35925
20170228,27,23954
20170228,28,28756
20170228,29,15318
20170228,30,16094
20170228,31,12367
20170228,41,129175
20170228,42,13947
20170228,43,15436
20170228,44,23809
20170228,45,19675
20170228,46,18556
20170228,47,24470
20170228,48,33866
20170228,49,7008
20170228,99,513250
20170301,11,15941
20170301,26,8327
20170301,27,6743
20170301,28,7640
20170301,29,4713
20170301,30,5743
20170301,31,3734
20170301,41,34602
20170301,42,3184
20170301,43,4974
20170301,44,7431
20170301,45,4984
20170301,46,6520
20170301,47,7068
20170301,48,8319
20170301,49,2719
20170301,99,132747
20170302,11,108310
20170302,26,39479
20170302,27,25846
20170302,28,32111
20170302,29,15605
20170302,30,17425
20170302,31,13283
20170302,41,142508
20170302,42,14437
20170302,43,16840
20170302,44,26416
20170302,45,21319
20170302,46,20582
20170302,47,27760
20170302,48,37122
20170302,49,7350
20170302,99,566543
20170303,11,88878
20170303,26,33146
20170303,27,21988
20170303,28,26399
20170303,29,13173
20170303,30,14567
20170303,31,10881
20170303,41,117289
20170303,42,12665
20170303,43,14354
20170303,44,21346
20170303,45,17963
20170303,46,17544
20170303,47,22601
20170303,48,30433
20170303,49,6448
20170303,99,469800
20170304,11,77675
20170304,26,29315
20170304,27,19495
20170304,28,24148
20170304,29,13068
20170304,30,13879
20170304,31,10093
20170304,41,109615
20170304,42,10355
20170304,43,11999
20170304,44,18598
20170304,45,14757
20170304,46,14875
20170304,47,18382
20170304,48,26916
20170304,49,5382
20170304,99,418674
20170305,11,10825
20170305,26,4723
20170305,27,2650
20170305,28,5081
20170305,29,2913
20170305,30,3883
20170305,31,2164
20170305,41,24017
20170305,42,2102
20170305,43,3347
20170305,44,4587
20170305,45,3191
20170305,46,4047
20170305,47,3085
20170305,48,4173
20170305,49,1556
20170305,99,82366
20170306,11,118346
20170306,26,43571
20170306,27,29337
20170306,28,34842
20170306,29,17870
20170306,30,19541
20170306,31,14451
20170306,41,156367
20170306,42,16557
20170306,43,18236
20170306,44,28394
20170306,45,24107
20170306,46,22935
20170306,47,30902
20170306,48,40069
20170306,49,8196
20170306,99,623881
20170307,11,82533
20170307,26,31990
20170307,27,20875
20170307,28,25219
20170307,29,13015
20170307,30,13793
20170307,31,10414
20170307,41,113852
20170307,42,11993
20170307,43,13516
20170307,44,20081
20170307,45,16372
20170307,46,17088
20170307,47,22018
20170307,48,28836
20170307,49,6409
20170307,99,448144
20170308,11,82219
20170308,26,31727
20170308,27,20318
20170308,28,24738
20170308,29,12654
20170308,30,13900
20170308,31,10674
20170308,41,109936
20170308,42,11834
20170308,43,13164
20170308,44,19952
20170308,45,17077
20170308,46,16799
20170308,47,21420
20170308,48,27980
20170308,49,6101
20170308,99,440602
20170309,11,86411
20170309,26,33198
20170309,27,21566
20170309,28,27069
20170309,29,13415
20170309,30,15166
20170309,31,11465
20170309,41,119734
20170309,42,12546
20170309,43,13594
20170309,44,21270
20170309,45,18098
20170309,46,17602
20170309,47,22500
20170309,48,29614
20170309,49,6507
20170309,99,469867
20170310,11,95339
20170310,26,35798
20170310,27,23414
20170310,28,28436
20170310,29,14323
20170310,30,15550
20170310,31,12133
20170310,41,127546
20170310,42,13838
20170310,43,15004
20170310,44,22276
20170310,45,19485
20170310,46,17999
20170310,47,24646
20170310,48,32037
20170310,49,7117
20170310,99,505058
20170311,11,84338
20170311,26,31744
20170311,27,21626
20170311,28,27575
20170311,29,14192
20170311,30,15334
20170311,31,11440
20170311,41,124656
20170311,42,11513
20170311,43,13604
20170311,44,21177
20170311,45,16722
20170311,46,16741
20170311,47,21257
20170311,48,29616
20170311,49,6403
20170311,99,468077
20170312,11,11646
20170312,26,4609
20170312,27,3084
20170312,28,5288
20170312,29,3282
20170312,30,4491
20170312,31,2537
20170312,41,28752
20170312,42,2386
20170312,43,3837
20170312,44,5503
20170312,45,3781
20170312,46,5152
20170312,47,3899
20170312,48,4032
20170312,49,2100
20170312,99,94407
20170313,11,130741
20170313,26,50722
20170313,27,32909
20170313,28,41786
20170313,29,21481
20170313,30,22549
20170313,31,17225
20170313,41,184065
20170313,42,19325
20170313,43,20538
20170313,44,32945
20170313,45,28941
20170313,46,26862
20170313,47,34352
20170313,48,46563
20170313,49,10414
20170313,99,721646
20170314,11,90605
20170314,26,35338
20170314,27,23363
20170314,28,29222
20170314,29,15247
20170314,30,16179
20170314,31,11634
20170314,41,131609
20170314,42,13152
20170314,43,14871
20170314,44,23739
20170314,45,20164
20170314,46,19756
20170314,47,24492
20170314,48,32610
20170314,49,7715
20170314,99,509801
20170315,11,91970
20170315,26,35008
20170315,27,22450
20170315,28,29564
20170315,29,14929
20170315,30,16121
20170315,31,12287
20170315,41,128191
20170315,42,13415
20170315,43,15007
20170315,44,22783
20170315,45,19898
20170315,46,19199
20170315,47,23663
20170315,48,32106
20170315,49,7298
20170315,99,503991
20170316,11,98783
20170316,26,37516
20170316,27,24348
20170316,28,32328
20170316,29,16308
20170316,30,17789
20170316,31,13044
20170316,41,143472
20170316,42,14358
20170316,43,15921
20170316,44,25394
20170316,45,21592
20170316,46,20739
20170316,47,25468
20170316,48,34809
20170316,49,7868
20170316,99,549859
20170317,11,109692
20170317,26,41095
20170317,27,27003
20170317,28,34440
20170317,29,17225
20170317,30,18639
20170317,31,13848
20170317,41,154544
20170317,42,15669
20170317,43,17633
20170317,44,27388
20170317,45,23739
20170317,46,21719
20170317,47,28320
20170317,48,37342
20170317,49,8094
20170317,99,596528
20170318,11,97667
20170318,26,36872
20170318,27,25805
20170318,28,32819
20170318,29,17465
20170318,30,18269
20170318,31,13691
20170318,41,148395
20170318,42,13811
20170318,43,16108
20170318,44,25564
20170318,45,20814
20170318,46,20411
20170318,47,24948
20170318,48,35403
20170318,49,7339
20170318,99,555514
20170319,11,14454
20170319,26,6504
20170319,27,3655
20170319,28,7564
20170319,29,3720
20170319,30,4975
20170319,31,3266
20170319,41,35116
20170319,42,3002
20170319,43,4398
20170319,44,6751
20170319,45,4814
20170319,46,5886
20170319,47,4584
20170319,48,5438
20170319,49,2283
20170319,99,116441
20170320,11,153413
20170320,26,57592
20170320,27,38306
20170320,28,50262
20170320,29,24287
20170320,30,26040
20170320,31,20080
20170320,41,223600
20170320,42,22282
20170320,43,24970
20170320,44,39591
20170320,45,33777
20170320,46,30049
20170320,47,39953
20170320,48,54197
20170320,49,10739
20170320,99,849321
20170321,11,104831
20170321,26,40968
20170321,27,27364
20170321,28,35027
20170321,29,18508
20170321,30,19052
20170321,31,14332
20170321,41,155420
20170321,42,15595
20170321,43,17980
20170321,44,28401
20170321,45,24435
20170321,46,23127
20170321,47,28714
20170321,48,38920
20170321,49,8727
20170321,99,601526
20170322,11,104050
20170322,26,40713
20170322,27,26098
20170322,28,34266
20170322,29,17403
20170322,30,18592
20170322,31,13851
20170322,41,149730
20170322,42,14772
20170322,43,17331
20170322,44,26671
20170322,45,23305
20170322,46,22123
20170322,47,26942
20170322,48,36978
20170322,49,7464
20170322,99,580408
20170323,11,112615
20170323,26,43891
20170323,27,28474
20170323,28,37425
20170323,29,18491
20170323,30,20162
20170323,31,15463
20170323,41,164794
20170323,42,15677
20170323,43,18513
20170323,44,29246
20170323,45,24948
20170323,46,23071
20170323,47,29247
20170323,48,40857
20170323,49,8379
20170323,99,631406
20170324,11,124687
20170324,26,48225
20170324,27,31119
20170324,28,39678
20170324,29,19741
20170324,30,20733
20170324,31,16328
20170324,41,174689
20170324,42,17637
20170324,43,19897
20170324,44,30820
20170324,45,27208
20170324,46,24460
20170324,47,31778
20170324,48,44723
20170324,49,8354
20170324,99,680213
20170325,11,110119
20170325,26,42484
20170325,27,28787
20170325,28,37126
20170325,29,19185
20170325,30,19806
20170325,31,15526
20170325,41,164942
20170325,42,14776
20170325,43,17954
20170325,44,28185
20170325,45,22910
20170325,46,22036
20170325,47,27460
20170325,48,40164
20170325,49,7479
20170325,99,619057
20170326,11,14557
20170326,26,5605
20170326,27,3904
20170326,28,6620
20170326,29,4130
20170326,30,5408
20170326,31,2980
20170326,41,34955
20170326,42,2873
20170326,43,4900
20170326,44,7076
20170326,45,4960
20170326,46,6147
20170326,47,4757
20170326,48,4966
20170326,49,2416
20170326,99,116291
20170327,11,165798
20170327,26,63601
20170327,27,41491
20170327,28,54740
20170327,29,27874
20170327,30,28217
20170327,31,21500
20170327,41,239382
20170327,42,23235
20170327,43,26497
20170327,44,43554
20170327,45,37720
20170327,46,33574
20170327,47,42806
20170327,48,59962
20170327,49,11300
20170327,99,921432
20170328,11,115164
20170328,26,45837
20170328,27,29812
20170328,28,37745
20170328,29,19695
20170328,30,20056
20170328,31,15337
20170328,41,166797
20170328,42,15938
20170328,43,19164
20170328,44,29936
20170328,45,26050
20170328,46,23666
20170328,47,30051
20170328,48,42157
20170328,49,8130
20170328,99,645654
20170329,11,110541
20170329,26,43659
20170329,27,28345
20170329,28,35754
20170329,29,19228
20170329,30,19234
20170329,31,14827
20170329,41,155295
20170329,42,15664
20170329,43,17894
20170329,44,28065
20170329,45,24858
20170329,46,23813
20170329,47,28553
20170329,48,40622
20170329,49,7809
20170329,99,614277
20170330,11,113753
20170330,26,44388
20170330,27,28472
20170330,28,37252
20170330,29,19280
20170330,30,19771
20170330,31,15353
20170330,41,163272
20170330,42,15769
20170330,43,18364
20170330,44,28641
20170330,45,25022
20170330,46,22703
20170330,47,29091
20170330,48,40960
20170330,49,7707
20170330,99,629904
20170331,11,121727
20170331,26,48181
20170331,27,31941
20170331,28,38794
20170331,29,21372
20170331,30,20722
20170331,31,16285
20170331,41,169622
20170331,42,17036
20170331,43,19446
20170331,44,30792
20170331,45,27986
20170331,46,24971
20170331,47,31934
20170331,48,45022
20170331,49,8641
20170331,99,674601
20170401,11,109372
20170401,26,42276
20170401,27,30027
20170401,28,35603
20170401,29,19955
20170401,30,19952
20170401,31,14971
20170401,41,159806
20170401,42,14987
20170401,43,17886
20170401,44,27732
20170401,45,22704
20170401,46,21944
20170401,47,27766
20170401,48,40291
20170401,49,7134
20170401,99,612662
20170402,11,15353
20170402,26,6959
20170402,27,3847
20170402,28,7935
20170402,29,4034
20170402,30,5387
20170402,31,3140
20170402,41,35468
20170402,42,3156
20170402,43,4646
20170402,44,6697
20170402,45,4958
20170402,46,6105
20170402,47,4536
20170402,48,5955
20170402,49,2235
20170402,99,120436
20170403,11,164999
20170403,26,65027
20170403,27,42495
20170403,28,52220
20170403,29,29536
20170403,30,27426
20170403,31,21359
20170403,41,229057
20170403,42,22729
20170403,43,25822
20170403,44,41626
20170403,45,37094
20170403,46,33159
20170403,47,42657
20170403,48,59896
20170403,49,11179
20170403,99,906546
20170404,11,113691
20170404,26,46034
20170404,27,29927
20170404,28,36288
20170404,29,21234
20170404,30,19991
20170404,31,15204
20170404,41,160060
20170404,42,16130
20170404,43,18782
20170404,44,29202
20170404,45,25462
20170404,46,24722
20170404,47,29718
20170404,48,42763
20170404,49,8164
20170404,99,637544
20170405,11,101326
20170405,26,40930
20170405,27,29230
20170405,28,31575
20170405,29,18877
20170405,30,18631
20170405,31,14269
20170405,41,140331
20170405,42,15315
20170405,43,17520
20170405,44,26417
20170405,45,24016
20170405,46,23126
20170405,47,29104
20170405,48,39205
20170405,49,7714
20170405,99,577758
20170406,11,114289
20170406,26,41547
20170406,27,28990
20170406,28,36570
20170406,29,19871
20170406,30,19708
20170406,31,14748
20170406,41,162236
20170406,42,16230
20170406,43,18304
20170406,44,28966
20170406,45,24995
20170406,46,24067
20170406,47,29483
20170406,48,40245
20170406,49,7145
20170406,99,627575
20170407,11,117721
20170407,26,45976
20170407,27,29580
20170407,28,36988
20170407,29,19950
20170407,30,19494
20170407,31,14953
20170407,41,159945
20170407,42,15931
20170407,43,18488
20170407,44,28407
20170407,45,25692
20170407,46,23107
20170407,47,29021
20170407,48,41614
20170407,49,8093
20170407,99,635138
20170408,11,97910
20170408,26,38450
20170408,27,26078
20170408,28,33025
20170408,29,17881
20170408,30,16828
20170408,31,13419
20170408,41,140923
20170408,42,12744
20170408,43,15508
20170408,44,23688
20170408,45,19561
20170408,46,19311
20170408,47,24183
20170408,48,35627
20170408,49,6236
20170408,99,541527
20170409,11,12664
20170409,26,5476
20170409,27,3694
20170409,28,5978
20170409,29,3917
20170409,30,5005
20170409,31,3148
20170409,41,30721
20170409,42,2719
20170409,43,4664
20170409,44,6209
20170409,45,4223
20170409,46,5931
20170409,47,4592
20170409,48,5072
20170409,49,2039
20170409,99,106086
20170410,11,157024
20170410,26,63561
20170410,27,42032
20170410,28,49617
20170410,29,28741
20170410,30,26622
20170410,31,20688
20170410,41,215544
20170410,42,22189
20170410,43,25207
20170410,44,38817
20170410,45,34248
20170410,46,32370
20170410,47,41474
20170410,48,59007
20170410,49,10103
20170410,99,867460
20170411,11,110187
20170411,26,43120
20170411,27,28412
20170411,28,34907
20170411,29,20600
20170411,30,18781
20170411,31,14798
20170411,41,152970
20170411,42,15670
20170411,43,18060
20170411,44,27139
20170411,45,24778
20170411,46,24756
20170411,47,28877
20170411,48,40965
20170411,49,7977
20170411,99,612150
20170412,11,110675
20170412,26,41485
20170412,27,28084
20170412,28,34939
20170412,29,19641
20170412,30,18337
20170412,31,14113
20170412,41,149655
20170412,42,14724
20170412,43,17298
20170412,44,26135
20170412,45,22675
20170412,46,22954
20170412,47,27444
20170412,48,38943
20170412,49,6919
20170412,99,594142
20170413,11,114402
20170413,26,44114
20170413,27,29133
20170413,28,35633
20170413,29,20005
20170413,30,19511
20170413,31,14590
20170413,41,157181
20170413,42,15333
20170413,43,17777
20170413,44,27782
20170413,45,23557
20170413,46,23447
20170413,47,28075
20170413,48,40369
20170413,49,7475
20170413,99,618556
20170414,11,117499
