이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,4,2,9,1,25.58333333,2018,2017,10,2,3,3,1,1,3,0,1,1,5,40,4,1,225,195,4,4,4,3,5,4,5,3,4,4,4,4,5,2,4,4,3,3,5,6,4,2,2,1,3,1,1,1,2,2,1,2,1,2,2012,1,10,1,2,1,2012,1,5,1,5,5,3.4,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,2400,1,2,1,5,5,5,5,5,5,3,4,4,5,4,3,4,3,3,5,6,6,1,2,1,1,1,10,1,3,3,5,4,3,2700,2,2,2,55,9,0,0,1,24.43199518
2,4,2,9,1,27.33333333,2018,2019,4,2,9,9,1,9,3,0,3,1,5,40,0,0,300,300,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,2,2,1,2,1,1,1,1,2,8,4,2,2,2011,1,9,1,2,1,2011,2,6,2,3,2,4.2,10,0,0,90,0,0,0,1,1,2,2,2,1,1,2,3000,2,1,1,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,5,4,5,1,1,3,3,1,9,9,3,3,3,1,1,2000,2,2,2,50,0,0,10,1,30.75517197
1,4,2,8,2,24.58333333,2018,2018,19,1,9,-1,1,8,6,1,4,1,5,40,0,0,230,220,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,6,2,1,2,1,2,1,1,1,1,2,7,8,1,2,2013,1,8,1,1,1,2013,2,2,1,3,3,3.8,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,2800,2,2,2,5,5,4,4,3,2,3,3,3,5,5,3,5,4,4,7,6,6,1,1,4,3,1,3,8,3,3,8,4,1,2800,2,2,1,80,0,0,0,1,30.08395629
1,4,2,8,1,26.83333333,2018,2019,16,2,2,2,1,1,6,0,1,1,5,40,0,0,291,291,4,1,5,3,3,3,3,1,1,4,4,3,5,1,2,4,4,4,5,6,5,4,2,1,2,1,1,1,2,2,3,4,2,2,2011,1,14,1,1,1,2011,1,5,1,2,2,4,0,70,0,30,0,0,0,1,1,1,2,2,1,1,2,2800,2,2,1,4,4,5,5,3,4,4,4,4,4,4,2,2,2,2,7,7,4,1,2,1,1,1,14,1,3,2,8,6,3,750,2,2,2,80,15,0,0,1,30.06605016
1,4,2,8,1,27.58333333,2018,2017,7,2,9,9,1,1,2,0,1,1,5,40,5,8,310,310,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,6,4,4,2,1,2,1,1,1,2,2,1,3,1,2,2011,1,3,1,1,1,2012,1,5,1,4,4,4,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,4000,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,2,1,1,1,3,1,6,3,6,5,3,3720,2,2,2,100,10,0,3,1,31.59713633
1,4,2,8,2,27.58333333,2017,2019,10,2,7,7,1,1,3,1,1,1,5,40,10,0,300,300,4,4,2,3,1,2,2,2,1,4,3,4,5,4,2,4,3,3,4,6,5,4,1,1,3,1,1,1,3,2,1,4,2,1,2010,1,1,1,6,1,2013,1,5,1,3,3,4.2,0,0,0,100,0,0,0,2,2,1,2,2,1,2,2,1700,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,4,1,2,2,4,1,1,2383,2,1,1,70,0,0,0,1,28.69379747
2,4,2,8,2,27.5,2018,2018,10,1,8,8,1,8,3,0,1,1,5,40,8,0,225,220,3,4,4,5,4,3,4,3,3,3,4,4,3,3,4,4,3,3,4,5,3,5,1,1,2,1,1,1,2,2,4,3,1,2,2011,1,8,1,3,2,2015,1,8,2,3,4,3.7,0,100,0,0,0,0,0,1,2,1,1,2,1,1,1,3000,1,2,1,4,4,5,5,4,4,5,5,4,4,4,3,4,3,3,6,7,6,1,2,1,1,1,5,8,6,5,3,5,3,3100,2,2,1,80,25,0,0,1,32.78222206
2,4,2,5,1,27.25,2018,2018,3,2,2,2,1,8,2,0,1,1,5,40,0,0,300,300,5,5,5,5,5,4,3,4,4,4,5,4,4,4,4,4,3,3,3,6,2,2,2,1,3,1,1,1,2,2,3,10,1,2,2011,1,8,1,2,1,2011,2,1,1,3,3,3.5,50,0,0,50,0,0,0,2,1,2,2,2,1,1,2,2400,2,2,2,5,5,4,3,3,3,4,4,5,4,3,2,5,3,3,7,7,7,1,1,3,4,1,8,5,3,3,5,6,1,3300,2,2,2,70,0,0,0,1,27.65952949
2,4,2,5,1,28.75,2018,2019,10,2,5,5,1,1,6,1,1,1,5,40,5,2,283,283,4,4,3,4,1,3,5,3,3,3,2,3,4,3,3,2,3,2,4,6,3,2,2,1,3,1,1,1,2,2,10,1,2,1,2009,1,9,1,6,1,2009,2,7,1,2,3,3.1,95,0,0,5,0,0,0,2,1,1,2,2,2,2,2,3000,2,2,2,5,4,4,4,3,3,3,5,5,3,2,2,4,2,2,5,5,5,1,2,1,1,1,9,5,3,3,3,4,3,2756,2,2,4,120,5,0,0,1,27.65952949
2,4,2,4,2,24.33333333,2018,2017,10,2,9,9,1,8,3,0,1,1,5,40,1,0,379,366,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,6,4,2,2,1,2,1,1,1,1,2,1,3,1,2,2014,1,14,1,2,1,2014,1,5,1,4,4,4,0,0,0,100,0,0,0,2,2,2,2,2,1,2,2,3800,2,2,1,5,5,5,5,3,4,4,4,4,4,4,4,5,3,3,6,6,6,1,2,4,1,1,14,8,5,3,6,3,3,4548,2,2,1,100,20,0,0,1,30.19509967
1,4,2,4,1,25.83333333,2018,2018,10,2,4,4,1,4,2,0,1,1,5,40,0,0,220,220,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,6,4,2,2,1,2,1,1,1,2,2,3,4,1,2,2012,1,10,1,1,1,2012,2,1,1,2,2,2.9,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2000,2,2,2,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,6,6,7,1,2,1,1,1,10,4,3,3,7,1,3,1100,2,2,2,150,30,0,0,1,29.69579446
2,4,2,4,1,26,2018,2017,13,2,5,3,1,4,3,1,1,1,5,40,2,0,192,140,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,4,6,3,4,2,1,2,1,1,1,2,2,4,3,1,2,2012,1,4,1,2,2,2016,1,5,1,5,5,3.3,0,20,0,80,0,0,0,1,2,2,1,2,2,2,2,2500,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,1,3,4,1,4,4,6,5,4,2,1,2304,2,-1,2,70,0,0,0,1,27.97053727
2,4,2,4,2,24.5,2017,2019,10,2,3,3,1,1,6,1,1,1,5,40,0,0,230,200,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,1,1,2,1,1,1,2,2,4,2,2,2,2014,1,11,1,2,1,2014,2,1,2,2,2,3,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2600,1,2,1,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,6,6,6,1,2,1,1,1,7,1,5,5,6,4,3,1800,2,1,1,150,20,0,0,1,36.82654145
2,4,2,11,1,26,2018,2019,10,2,3,3,1,8,3,1,1,1,5,40,12,2,230,230,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,3,2,1,2,1,1,1,3,2,11,9,2,2,2012,1,5,1,2,1,2012,1,5,1,3,3,4.1,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2500,1,2,1,5,5,5,3,4,5,5,5,5,4,5,3,5,5,5,5,5,5,1,1,3,4,1,5,5,3,3,6,4,1,1900,2,1,2,30,0,0,0,1,26.05711625
1,4,2,11,1,26.58333333,2018,2018,10,2,-1,6,1,1,3,1,1,1,5,40,0,0,230,200,2,4,4,5,5,4,4,3,4,4,5,4,3,1,3,3,4,4,4,5,4,5,1,1,3,1,1,1,2,2,2,7,1,2,2011,1,8,1,2,1,2011,2,6,2,4,5,3.4,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,4,1,2,1,1,1,8,8,5,5,3,6,3,2530,2,2,2,110,15,0,30,1,38.92423372
2,4,2,11,2,26.25,2018,2018,10,2,5,5,1,8,3,0,1,1,5,40,5,1,280,180,4,4,3,5,4,4,5,5,2,2,3,3,4,2,4,3,3,3,5,6,4,1,1,1,3,1,1,1,2,2,1,3,1,2,2012,1,11,1,2,1,2012,2,2,1,5,4,3,80,0,0,20,0,0,0,2,1,2,2,2,1,1,2,2800,2,2,2,5,4,5,5,3,2,4,2,3,4,5,4,2,3,3,6,7,7,1,2,1,1,1,10,8,4,3,3,3,3,2520,2,2,1,150,30,0,0,1,40.91927887
2,4,2,14,2,24.08333333,2018,2018,10,2,6,6,1,1,6,1,1,1,5,40,0,0,230,230,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,2,1,1,3,1,1,1,3,2,9,1,1,2,2014,1,1,1,2,1,2014,2,1,1,4,3,4,80,0,0,20,0,0,0,2,2,2,2,2,2,1,2,3000,2,2,1,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,1,1,3,3,1,1,8,3,3,7,5,1,1840,2,2,1,50,0,0,0,1,28.97343984
2,4,2,3,2,25.25,2018,2019,13,1,2,2,1,3,6,0,1,1,5,40,0,0,175,175,3,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,1,6,1,2,1,1,2,1,1,1,2,2,7,8,2,2,2013,1,3,1,1,2,2015,2,8,1,3,3,3,100,0,0,0,0,0,0,2,1,2,1,2,2,2,2,2400,1,2,1,5,5,4,2,4,5,4,4,4,4,4,3,4,3,3,6,6,5,1,1,3,4,1,3,3,5,3,8,6,1,474,2,2,1,80,0,0,6,1,30.10546563
2,4,2,13,2,23.83333333,2018,2019,3,1,2,2,1,13,3,0,1,1,5,40,2,0,210,210,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,1,6,2,2,2,1,2,1,1,1,2,2,11,3,2,2,2014,1,13,1,2,1,2014,1,5,1,4,4,3.2,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,1,4,4,4,4,4,5,4,4,4,5,5,3,4,3,3,6,6,4,1,1,3,3,1,13,13,5,3,3,2,1,1260,2,1,1,50,0,0,0,1,24.6439068
1,4,2,12,2,25.58333333,2017,2019,3,2,9,9,1,15,2,0,1,1,5,40,1,0,350,350,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,3,3,5,6,5,3,1,1,3,1,1,1,2,2,3,9,1,2,2012,1,12,1,2,1,2012,1,5,1,5,4,3.6,10,0,0,90,0,0,0,2,1,2,2,2,2,2,2,4000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,2,1,1,1,12,15,5,5,6,3,4,0,2,2,1,100,50,0,0,1,27.88358543
2,4,2,12,2,25.16666667,2017,2017,10,2,6,6,1,12,3,0,1,1,5,40,0,0,208,200,2,3,4,4,3,3,2,3,2,4,3,3,5,3,3,3,4,4,4,5,4,2,2,1,2,1,1,1,2,2,3,4,1,2,2013,1,12,1,2,1,2013,2,6,2,3,3,4,0,50,0,50,0,0,0,1,1,2,2,2,1,2,2,2400,1,2,1,5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,5,6,4,1,1,3,4,1,1,12,3,3,5,2,1,2496,2,1,1,70,0,0,0,1,26.03568838
1,4,2,16,1,28.66666667,2017,2018,14,2,6,4,1,1,6,0,1,1,5,40,0,0,275,275,3,3,4,3,4,3,4,2,3,3,3,3,4,3,2,4,3,3,4,6,4,4,2,1,2,1,1,1,1,2,2,3,1,2,2009,1,16,1,7,1,2009,1,5,1,4,4,3.6,30,0,0,70,0,0,0,2,1,1,2,2,1,1,2,2400,2,2,2,5,5,4,4,4,4,5,5,5,4,4,4,5,4,4,4,5,4,1,2,1,1,1,16,1,3,3,3,2,3,825,2,2,2,50,50,0,0,1,25.38280814
2,4,2,1,1,27.91666667,2018,2019,10,2,6,6,1,8,6,0,1,2,5,40,0,0,250,250,5,3,5,5,3,5,5,5,3,5,4,5,5,5,5,5,4,4,5,6,5,4,2,1,2,1,1,1,1,2,4,7,2,2,2010,1,1,1,2,1,2011,2,4,1,5,4,3.8,100,0,0,0,0,0,0,2,1,1,2,2,2,2,2,2500,2,2,2,3,4,5,5,4,3,5,5,3,4,4,3,4,5,5,4,6,7,1,1,3,4,1,1,1,5,5,1,5,1,1400,2,2,2,40,0,0,0,1,14.76590093
2,4,2,9,2,27.33333333,2017,2019,10,2,1,1,1,9,3,1,1,1,5,40,0,0,200,200,4,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,5,5,5,6,5,3,2,1,2,1,1,1,2,2,7,8,1,2,2011,1,9,1,2,1,2011,2,2,1,5,3,3.5,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2400,2,2,2,5,2,5,5,5,2,5,5,5,5,5,5,2,2,2,5,5,7,1,1,3,5,1,1,9,4,5,8,6,1,0,2,1,1,8,0,0,0,1,18.97805329
1,4,2,8,2,26.16666667,2018,2017,10,2,9,9,1,1,6,0,1,1,5,40,2,0,267,240,2,4,3,3,3,2,4,2,3,4,4,4,3,2,2,3,3,3,4,6,3,3,2,1,3,1,1,3,2,2,14,4,1,2,2012,1,8,1,2,1,2012,2,4,1,4,3,3.5,100,0,0,0,0,0,0,2,1,1,2,2,1,1,2,3800,2,2,1,4,4,5,3,3,4,4,4,4,4,5,4,3,4,4,5,6,4,1,2,1,1,1,1,1,5,5,3,6,3,3204,2,2,1,100,0,0,10,1,17.8896376
1,4,2,8,1,28.83333333,2018,2019,3,1,6,5,1,8,3,0,1,1,5,50,0,0,210,150,1,5,2,3,2,2,4,3,5,2,4,3,1,4,3,2,2,3,1,1,2,2,2,3,3,3,3,3,2,2,9,13,1,2,2009,1,15,1,2,1,2009,2,4,2,5,5,3.9,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,3000,1,1,2,5,5,3,1,2,3,2,2,5,4,5,3,5,4,3,5,5,5,1,2,1,1,1,1,8,3,5,3,1,3,0,2,2,2,30,30,0,20,1,18.54124463
2,4,2,8,1,28.33333333,2017,2019,10,5,4,4,1,1,6,1,1,1,5,52,0,0,260,260,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,6,3,3,2,1,2,1,1,1,2,2,1,2,1,2,2010,1,8,1,1,1,2010,1,5,1,3,3,4.2,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,3000,2,2,2,3,3,3,3,4,3,3,4,4,3,3,3,5,4,3,4,4,4,1,1,3,3,1,5,8,3,3,6,4,1,0,-1,-1,2,50,0,0,0,1,14.68724472
2,4,2,4,1,26.58333333,2018,2019,10,2,2,2,1,4,3,1,1,1,5,40,4,1,280,280,4,5,4,4,5,3,5,5,4,4,5,4,2,5,4,2,5,5,5,1,4,3,2,1,3,1,1,1,2,2,2,10,2,2,2011,1,4,1,2,1,2011,1,5,2,1,1,3.8,0,50,0,50,0,0,0,1,1,2,2,2,2,2,2,2800,2,2,1,5,5,5,3,4,4,4,4,5,4,4,2,5,3,3,6,5,5,1,1,3,2,1,4,4,5,3,8,6,1,1000,2,1,2,60,0,0,0,1,19.6759475
2,4,2,11,1,31.08333333,2018,2018,10,2,8,7,1,1,3,1,1,1,4,48,0,0,200,200,3,4,4,4,3,4,4,3,3,4,4,4,4,4,2,3,3,3,3,6,4,4,2,1,2,1,1,1,2,2,1,7,1,2,2007,1,8,1,2,1,2007,1,6,1,4,3,3.5,60,40,0,0,0,0,0,1,1,1,2,2,2,2,2,2400,2,2,2,4,4,5,5,4,5,5,5,5,4,4,4,4,5,5,6,7,6,1,1,3,3,1,1,8,4,4,6,4,1,2000,2,2,2,60,0,0,0,1,15.94632688
2,4,2,10,1,25.83333333,2017,2019,10,2,5,5,1,1,6,1,1,1,5,40,20,1,283,283,4,4,5,4,1,4,4,3,3,3,3,4,5,1,3,4,4,4,5,6,5,4,2,1,2,1,1,1,1,2,3,4,1,2,2012,1,8,1,2,1,2012,1,5,1,4,5,3.9,50,0,0,50,0,0,0,2,1,1,2,2,2,1,2,3000,2,2,1,4,4,5,5,3,3,5,5,3,3,3,3,3,3,3,7,7,6,1,1,3,2,1,8,8,3,3,6,5,1,0,2,1,7,100,0,0,0,1,16.51841481
1,4,2,10,2,23.75,2018,2018,10,2,9,9,1,1,4,2,1,1,5,40,0,0,280,240,2,4,3,4,5,3,4,4,4,3,3,3,4,4,3,4,3,3,5,6,4,3,2,1,3,1,1,1,1,2,3,9,2,1,2014,1,5,1,2,1,2014,2,1,1,4,4,3.7,10,0,0,90,0,0,0,2,2,2,2,2,1,1,2,4000,1,2,1,5,5,5,5,4,4,5,4,4,4,4,4,3,3,3,6,6,5,1,1,3,5,1,5,5,5,4,8,6,1,890,2,1,1,50,0,0,10,1,17.36505918
2,4,2,15,1,27.5,2018,2017,10,2,2,2,1,15,3,1,1,1,5,40,0,0,200,200,3,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,6,3,2,2,1,2,1,1,1,2,2,8,3,1,2,2011,1,15,1,2,1,2014,2,1,1,4,3,4.3,50,0,0,50,0,0,0,2,2,2,1,2,1,2,2,2400,1,2,2,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,3,3,1,15,15,3,3,5,3,1,2400,2,1,2,50,0,0,0,1,14.04055926
1,4,2,14,2,24.08333333,2018,2019,10,2,6,6,1,1,6,1,1,1,5,40,2,0,221,244,3,4,2,4,2,2,3,3,2,3,3,4,2,1,2,1,2,2,4,6,4,4,1,1,3,1,1,1,2,2,3,1,2,2,2014,1,8,1,1,1,2014,1,5,1,3,4,3.1,80,0,0,20,0,0,0,1,2,2,2,2,1,1,2,2500,2,2,2,5,4,5,4,4,2,4,4,4,5,4,4,5,4,4,4,3,3,1,1,3,4,1,5,8,3,3,5,5,1,1512,2,2,1,100,0,0,0,1,18.03815713
2,4,2,14,1,24.66666667,2017,2019,10,5,2,2,1,14,2,1,1,1,5,45,0,0,200,200,4,4,3,3,3,4,5,4,4,4,4,3,4,3,3,4,4,4,1,6,1,1,2,1,2,1,1,1,3,2,1,3,2,1,2013,1,3,1,1,1,2013,2,1,1,3,4,3,50,0,0,50,0,0,0,2,1,2,2,2,2,2,2,1800,2,2,2,5,5,4,4,3,3,4,3,3,3,4,4,4,4,4,6,5,6,1,2,1,1,1,3,14,3,5,6,3,3,1920,2,2,6,50,0,0,0,1,15.48508927
2,4,2,2,1,26.25,2018,2019,13,2,-1,-1,1,2,3,1,6,2,5,35,0,0,170,170,4,3,5,5,5,5,5,3,3,2,5,2,5,5,5,5,3,3,5,6,5,4,2,1,3,1,1,1,2,2,1,2,2,2,2012,1,2,1,2,1,2012,2,1,1,4,3,3.8,0,0,0,100,0,0,0,2,1,2,2,2,2,2,2,2400,2,2,2,4,3,5,5,1,1,5,4,4,4,3,2,2,1,1,7,7,7,1,1,3,4,1,2,2,3,3,6,2,1,300,2,2,2,50,0,0,10,5,14.93955017
2,4,2,2,1,27.66666667,2017,2018,10,2,5,3,1,6,2,0,1,1,5,45,0,0,300,270,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,2,2,1,3,1,1,3,2,2,1,7,1,1,2010,1,2,1,2,1,2010,1,5,1,3,3,3.8,20,0,0,80,0,0,0,2,1,1,2,2,1,2,2,3000,2,2,2,4,4,4,4,4,4,4,3,4,4,4,3,3,2,2,4,4,5,1,2,1,1,1,2,6,3,3,3,1,3,2600,2,1,2,50,0,0,0,1,14.80109794
2,4,2,12,1,26.16666667,2018,2018,10,2,3,3,1,12,3,0,1,1,5,40,0,0,200,200,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,5,6,5,3,2,1,2,1,1,1,2,2,3,7,1,2,2012,1,12,1,2,1,2012,1,5,1,5,4,4.2,20,0,0,80,0,0,0,2,1,2,2,2,1,2,2,2400,2,2,2,5,5,5,5,3,3,4,4,2,5,4,1,5,4,4,7,6,6,1,1,3,3,1,12,12,3,3,5,2,1,1600,2,1,2,40,0,0,0,1,15.23345388
2,4,2,12,2,25.33333333,2017,2018,13,1,4,1,1,12,2,0,1,1,5,40,0,0,170,160,4,5,4,4,5,3,3,5,4,3,5,4,2,3,4,4,3,4,2,6,4,4,1,1,3,1,1,1,2,2,2,6,1,2,2013,1,12,1,1,1,2013,2,6,1,4,2,3.8,80,0,10,10,0,0,0,2,2,1,2,2,1,2,2,2000,2,2,2,4,5,2,2,3,4,3,4,5,4,5,3,2,4,4,5,4,4,1,1,3,3,1,12,12,6,3,3,2,1,340,2,1,1,40,0,0,0,1,14.62351199
2,4,2,1,1,27.08333333,2017,2018,16,2,9,9,1,14,2,0,6,1,5,50,0,0,180,150,1,3,2,1,1,4,3,3,3,3,3,3,3,3,3,2,4,4,4,6,5,5,2,2,2,2,2,2,3,2,3,6,1,2,2011,1,8,1,2,1,2013,1,5,1,4,4,3.4,100,0,0,0,0,0,0,2,2,1,2,1,1,1,2,3600,2,2,1,5,5,4,5,4,4,5,5,5,5,5,4,3,4,4,2,2,3,1,2,1,1,1,1,14,5,6,7,6,3,720,1,2,7,70,35,77,1,1,30.14329967
2,4,2,1,2,24.83333333,2017,2018,11,1,9,3,1,1,3,1,1,1,5,40,0,0,400,400,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,6,3,3,1,1,2,1,1,1,1,2,1,11,1,2,2013,1,1,1,1,1,2013,2,1,1,3,3,3.7,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,5000,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,1,3,4,1,1,1,3,3,5,1,1,2800,2,1,1,400,0,0,1,1,32.19558094
2,4,2,1,1,27.5,2018,2017,11,2,9,9,1,1,2,1,1,1,5,40,0,0,380,350,4,5,4,4,3,3,3,3,4,4,3,4,4,3,4,4,4,4,5,6,4,3,1,1,3,1,1,1,1,2,1,2,1,2,2011,1,8,1,1,1,2012,1,5,1,4,4,3.5,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,4800,2,2,1,4,4,4,4,4,5,4,4,4,4,5,3,5,2,2,6,7,6,1,1,3,4,1,1,1,3,5,8,6,1,4560,2,2,2,200,0,0,0,1,27.51983106
2,4,2,1,1,24.08333333,2018,2018,15,3,9,9,1,15,9,0,5,1,5,40,6,0,220,160,5,5,4,5,5,3,2,5,4,5,4,5,4,4,4,4,2,3,5,3,4,2,2,2,1,1,2,3,2,2,3,9,1,2,2014,1,8,1,1,1,2014,2,1,2,3,4,3.5,10,60,15,15,0,0,0,1,2,2,2,2,1,2,2,3000,1,2,2,4,3,4,3,3,3,2,4,4,4,4,2,3,4,4,5,5,6,1,2,1,1,1,1,15,3,4,5,3,4,1540,-1,1,8,50,20,0,0,1,27.04212963
2,4,2,1,1,26.75,2018,2018,3,9,9,9,1,8,2,0,1,1,5,52,0,0,650,375,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,6,4,2,2,1,2,1,1,1,2,2,10,11,1,2,2011,1,14,1,2,1,2012,1,5,1,4,3,3.9,70,0,0,30,0,0,0,2,1,2,2,2,2,1,2,4500,2,2,1,5,5,3,3,4,5,3,3,4,5,5,5,5,3,3,6,6,6,1,2,1,1,1,14,8,3,3,3,6,3,7800,2,2,2,150,12,0,30,1,30.78549869
2,4,2,1,1,40.91666667,2017,2013,15,1,9,7,1,4,1,0,5,1,5,40,3,0,300,230,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,6,3,1,2,2,1,1,1,1,1,2,9,7,1,2,1998,1,14,1,7,1,2014,2,1,1,3,3,3.8,0,0,100,0,0,0,0,2,2,2,1,2,2,2,2,2400,2,1,2,4,5,4,4,4,4,4,5,4,4,4,4,3,4,4,5,5,5,1,2,1,1,1,13,4,1,1,2,1,3,3600,2,2,2,150,15,0,0,1,28.70221847
2,4,2,9,1,29.08333333,2018,2015,15,2,9,9,1,9,2,0,5,1,5,40,2,0,250,200,4,5,4,5,4,4,4,4,3,5,4,4,4,5,4,4,3,3,4,6,4,4,2,2,1,1,2,2,1,2,10,9,1,2,2009,1,8,1,2,1,2009,2,1,1,4,4,4,10,0,20,70,0,0,0,1,1,2,2,2,1,2,2,2400,2,1,2,3,4,5,4,4,4,4,5,4,5,3,3,4,3,4,7,7,6,1,2,1,4,1,8,9,3,3,8,4,3,3000,1,2,2,150,50,0,0,1,26.85138896
1,4,2,9,1,25.41666667,2018,2019,16,2,-1,1,1,9,2,0,6,2,5,30,0,0,80,80,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,6,5,3,2,3,3,3,3,3,3,2,1,8,1,2,2013,1,9,1,2,1,2013,2,7,1,5,3,3.7,0,0,0,100,0,0,0,2,1,2,2,1,2,2,2,3000,2,2,1,5,5,5,5,3,3,5,5,5,5,5,5,3,5,5,4,3,4,1,2,1,1,1,9,9,3,3,1,1,3,0,2,2,6,30,30,100,0,6,26.46525232
2,4,2,9,1,28.16666667,2017,2017,10,2,8,8,1,16,4,0,1,1,5,40,3,2,400,283,4,4,5,4,3,4,4,4,4,3,4,3,5,5,4,4,4,4,2,6,3,2,2,1,3,1,1,1,1,2,3,11,1,2,2010,1,1,1,2,2,2015,1,5,1,4,4,2.7,0,40,0,60,0,0,0,1,2,2,1,2,2,2,2,2800,1,2,2,5,4,5,3,3,4,4,4,5,5,5,3,4,3,3,6,6,6,1,2,1,1,1,8,16,3,5,4,2,4,4800,2,2,3,50,10,0,0,1,31.88340693
1,4,2,8,1,26.66666667,2018,2018,10,2,6,6,1,1,5,2,1,1,5,40,3,0,250,250,3,3,3,4,2,4,4,4,4,4,4,3,4,3,3,3,3,4,4,6,4,3,2,1,3,1,1,1,2,2,2,1,1,2,2011,1,5,1,2,1,2011,1,5,1,4,4,3.6,100,0,0,0,0,0,0,2,1,2,2,2,2,1,2,2800,1,2,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,5,5,5,1,1,3,4,1,5,5,5,3,7,4,1,1750,2,2,2,45,0,0,0,1,29.38270491
2,4,2,8,1,26.58333333,2018,2019,10,2,9,9,1,1,6,1,1,1,5,40,0,0,320,320,5,5,5,5,5,4,4,5,4,5,5,5,5,5,4,4,3,3,4,6,4,4,2,1,3,1,1,1,2,2,1,7,2,2,2011,1,1,1,2,1,2011,1,5,1,3,2,3.5,100,0,0,0,0,0,0,2,1,2,2,2,1,1,2,2800,1,2,2,5,5,5,5,5,5,5,5,3,4,5,5,4,5,5,6,6,7,1,1,3,4,1,1,1,5,3,6,5,1,840,2,2,2,60,0,0,0,1,27.77187164
